batter_name,Role,Amount,Team,Year,Player Origin,matches,total_runs,dismissals,balls_faced,batting_avg,batting_sr,boundary_pct,non_boundary_sr,spinner_runs,spinner_dismissals,spinner_balls_faced,spinner_batting_avg,spinner_batting_sr,spinner_boundary_pct,spinner_non_boundary_sr,pacer_runs,pacer_dismissals,pacer_balls_faced,pacer_batting_avg,pacer_batting_sr,pacer_boundary_pct,pacer_non_boundary_sr
Mayank Agarwal,Batsman,16000000,Delhi Daredevils,2014,Indian,26,422,25,355,16.88,118.87,16.34%,54.55,81,4,66,20.25,122.73,13.64%,61.40,316,18,254,17.56,124.41,18.11%,55.77
Mayank Agarwal,Batsman,10000000,Kings XI Punjab,2018,Indian,26,422,25,355,16.88,118.87,16.34%,54.55,81,4,66,20.25,122.73,13.64%,61.40,316,18,254,17.56,124.41,18.11%,55.77
Mayank Dagar,All-Rounder,2000000,Kings XI Punjab,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayank Markande,Bowler,2000000,Mumbai Indians,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayank Markande,Bowler,6500000,Mumbai Indians,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayank Yadav,Bowler,2000000,Lucknow Super Giants,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Clarke,Batsman,30000000,Pune Warriors India,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Hussey,Batsman,50000000,Mumbai Indians,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Hussey,Batsman,15000000,Chennai Super Kings,2015,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midhun S,All-Rounder,2000000,Rajasthan Royals,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milind Kumar,Batsman,1000000,Delhi Daredevils,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milind Kumar,All-Rounder,2000000,Royal Challengers Bangalore,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milind Tandon,All-Rounder,1000000,Rising Pune Supergiant,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Johnson,All-Rounder,65000000,Kings XI Punjab,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Johnson,Bowler,20000000,Mumbai Indians,2017,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Johnson,Bowler,20000000,Kolkata Knight Riders,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Marsh,All-Rounder,48000000,Rising Pune Supergiant,2016,Overseas,28,530,20,420,26.50,126.19,13.10%,72.33,97,3,96,32.33,101.04,6.25%,67.78,249,13,191,19.15,130.37,14.66%,73.01
Mitchell Marsh,All-Rounder,20000000,Sunrisers Hyderabad,2020,Overseas,28,530,20,420,26.50,126.19,13.10%,72.33,97,3,96,32.33,101.04,6.25%,67.78,249,13,191,19.15,130.37,14.66%,73.01
Mitchell Marsh,All-Rounder,65000000,Delhi Capitals,2022,Overseas,28,530,20,420,26.50,126.19,13.10%,72.33,97,3,96,32.33,101.04,6.25%,67.78,249,13,191,19.15,130.37,14.66%,73.01
Mitchell McClenaghan,Bowler,3000000,Mumbai Indians,2015,Overseas,16,72,8,50,9.00,144.00,22.00%,41.03,32,2,13,16.00,246.15,38.46%,25.00,28,5,30,5.60,93.33,13.33%,38.46
Mitchell Santner,All-Rounder,5000000,Chennai Super Kings,2018,Overseas,8,41,7,50,5.86,82.00,6.00%,61.70,16,2,23,8.00,69.57,4.35%,54.55,25,4,24,6.25,104.17,8.33%,77.27
Mitchell Santner,All-Rounder,19000000,Chennai Super Kings,2022,Overseas,8,41,7,50,5.86,82.00,6.00%,61.70,16,2,23,8.00,69.57,4.35%,54.55,25,4,24,6.25,104.17,8.33%,77.27
Mitchell Starc,Bowler,50000000,Royal Challengers Bangalore,2014,Overseas,16,108,8,112,13.50,96.43,8.93%,66.67,11,1,23,11.00,47.83,0.00%,47.83,72,6,68,12.00,105.88,11.76%,66.67
Mitchell Starc,Bowler,94000000,Kolkata Knight Riders,2018,Overseas,16,108,8,112,13.50,96.43,8.93%,66.67,11,1,23,11.00,47.83,0.00%,47.83,72,6,68,12.00,105.88,11.76%,66.67
Mithun Manhas,All-Rounder,3000000,Chennai Super Kings,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moeen Ali,All-Rounder,17000000,Royal Challengers Bangalore,2018,Overseas,30,597,26,424,22.96,140.80,21.70%,56.33,114,5,66,22.80,172.73,27.27%,62.50,215,11,186,19.55,115.59,16.67%,54.84
Moeen Ali,All-Rounder,70000000,Chennai Super Kings,2021,Overseas,30,597,26,424,22.96,140.80,21.70%,56.33,114,5,66,22.80,172.73,27.27%,62.50,215,11,186,19.55,115.59,16.67%,54.84
Mohammad Nabi,All-Rounder,3000000,Sunrisers Hyderabad,2017,Overseas,33,531,26,417,20.42,127.34,13.19%,72.10,91,4,70,22.75,130.00,15.71%,66.10,55,3,51,18.33,107.84,11.76%,64.44
Mohammad Nabi,All-Rounder,10000000,Sunrisers Hyderabad,2018,Overseas,33,531,26,417,20.42,127.34,13.19%,72.10,91,4,70,22.75,130.00,15.71%,66.10,55,3,51,18.33,107.84,11.76%,64.44
Mohammad Nabi,All-Rounder,10000000,Kolkata Knight Riders,2022,Overseas,33,531,26,417,20.42,127.34,13.19%,72.10,91,4,70,22.75,130.00,15.71%,66.10,55,3,51,18.33,107.84,11.76%,64.44
Mohammad Shami,Bowler,42500000,Delhi Daredevils,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohammad Shami,Bowler,30000000,Delhi Daredevils,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohammad Shami,Bowler,48000000,Kings XI Punjab,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohammad Shami,Bowler,62500000,Gujarat Titans,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohammed Azharudeen,Wicket Keeper,2000000,Royal Challengers Bangalore,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohammed Siraj,Bowler,26000000,Sunrisers Hyderabad,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohammed Siraj,Bowler,26000000,Royal Challengers Bangalore,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohd. Arshad Khan,All-Rounder,2000000,Mumbai Indians,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohit Sharma,Bowler,20000000,Chennai Super Kings,2014,Indian,15,64,7,59,9.14,108.47,11.86%,57.69,25,1,18,25.00,138.89,22.22%,50.00,35,6,37,5.83,94.59,8.11%,55.88
Mohit Sharma,Bowler,65000000,Kings XI Punjab,2016,Indian,15,64,7,59,9.14,108.47,11.86%,57.69,25,1,18,25.00,138.89,22.22%,50.00,35,6,37,5.83,94.59,8.11%,55.88
Mohit Sharma,Bowler,24000000,Kings XI Punjab,2018,Indian,15,64,7,59,9.14,108.47,11.86%,57.69,25,1,18,25.00,138.89,22.22%,50.00,35,6,37,5.83,94.59,8.11%,55.88
Mohit Sharma,Bowler,50000000,Chennai Super Kings,2019,Indian,15,64,7,59,9.14,108.47,11.86%,57.69,25,1,18,25.00,138.89,22.22%,50.00,35,6,37,5.83,94.59,8.11%,55.88
Mohit Sharma,Bowler,5000000,Delhi Capitals,2020,Indian,15,64,7,59,9.14,108.47,11.86%,57.69,25,1,18,25.00,138.89,22.22%,50.00,35,6,37,5.83,94.59,8.11%,55.88
Mohsin Khan,Bowler,2000000,Mumbai Indians,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohsin Khan,Bowler,2000000,Mumbai Indians,2020,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohsin Khan,Bowler,2000000,Lucknow Super Giants,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moises Henriques,All-Rounder,22500000,Royal Challengers Bangalore,2013,Overseas,64,1422,49,1131,29.02,125.73,13.97%,72.15,471,13,374,36.23,125.94,12.03%,78.72,631,24,494,26.29,127.73,15.99%,67.23
Moises Henriques,All-Rounder,10000000,Sunrisers Hyderabad,2014,Overseas,64,1422,49,1131,29.02,125.73,13.97%,72.15,471,13,374,36.23,125.94,12.03%,78.72,631,24,494,26.29,127.73,15.99%,67.23
Moises Henriques,All-Rounder,10000000,Kings XI Punjab,2019,Overseas,64,1422,49,1131,29.02,125.73,13.97%,72.15,471,13,374,36.23,125.94,12.03%,78.72,631,24,494,26.29,127.73,15.99%,67.23
Moises Henriques,All-Rounder,42000000,Punjab Kings,2021,Overseas,64,1422,49,1131,29.02,125.73,13.97%,72.15,471,13,374,36.23,125.94,12.03%,78.72,631,24,494,26.29,127.73,15.99%,67.23
Monu Singh,Bowler,2000000,Chennai Super Kings,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morne Morkel,Bowler,28000000,Kolkata Knight Riders,2014,Overseas,10,74,5,41,14.80,180.49,26.83%,80.00,15,2,8,7.50,187.50,25.00%,50.00,57,3,31,19.00,183.87,29.03%,86.36
Mujeeb Zadran,Bowler,40000000,Kings XI Punjab,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mujeeb Zadran,Bowler,15000000,Sunrisers Hyderabad,2021,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mukesh Choudhary,Bowler,2000000,Chennai Super Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Munaf Patel,Bowler,3000000,Gujarat Lions,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murali Kartik,Bowler,10000000,Kings XI Punjab,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murali Vijay,Batsman,50000000,Delhi Daredevils,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murali Vijay,Batsman,30000000,Kings XI Punjab,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murali Vijay,Batsman,20000000,Chennai Super Kings,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murugan Ashwin,Bowler,16000000,Mumbai Indians,2022,Indian,1,0,1,1,0.00,0.00,0.00%,0.00,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.00,0.00,0.00%,0.00
Mustafizur Rahman,Bowler,14000000,Sunrisers Hyderabad,2016,Overseas,4,8,3,11,2.67,72.73,9.09%,20.00,NA,NA,NA,NA,NA,NA,NA,1,2,7,0.50,14.29,0.00%,14.29
Mustafizur Rahman,Bowler,22000000,Mumbai Indians,2018,Overseas,4,8,3,11,2.67,72.73,9.09%,20.00,NA,NA,NA,NA,NA,NA,NA,1,2,7,0.50,14.29,0.00%,14.29
Mustafizur Rahman,Bowler,10000000,Rajasthan Royals,2021,Overseas,4,8,3,11,2.67,72.73,9.09%,20.00,NA,NA,NA,NA,NA,NA,NA,1,2,7,0.50,14.29,0.00%,14.29
Mustafizur Rahman,Bowler,20000000,Delhi Capitals,2022,Overseas,4,8,3,11,2.67,72.73,9.09%,20.00,NA,NA,NA,NA,NA,NA,NA,1,2,7,0.50,14.29,0.00%,14.29
Muttiah Muralitharan,Bowler,10000000,Royal Challengers Bangalore,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N Jagadeesan,Wicket Keeper,2000000,Chennai Super Kings,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N. Jagadeesan,Wicket Keeper,2000000,Chennai Super Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N. Tilak Varma,All-Rounder,17000000,Mumbai Indians,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naman Ojha,Wicket Keeper,5000000,Sunrisers Hyderabad,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naman Ojha,Wicket Keeper,14000000,Delhi Daredevils,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Coulter-Nile,Bowler,33750000,Mumbai Indians,2013,Overseas,25,165,15,133,11.00,124.06,15.04%,52.21,16,1,22,16.00,72.73,9.09%,30.00,109,9,71,12.11,153.52,19.72%,57.89
Nathan Coulter-Nile,Bowler,42500000,Delhi Daredevils,2014,Overseas,25,165,15,133,11.00,124.06,15.04%,52.21,16,1,22,16.00,72.73,9.09%,30.00,109,9,71,12.11,153.52,19.72%,57.89
Nathan Coulter-Nile,Bowler,35000000,Kolkata Knight Riders,2017,Overseas,25,165,15,133,11.00,124.06,15.04%,52.21,16,1,22,16.00,72.73,9.09%,30.00,109,9,71,12.11,153.52,19.72%,57.89
Nathan Coulter-Nile,Bowler,22000000,Royal Challengers Bangalore,2018,Overseas,25,165,15,133,11.00,124.06,15.04%,52.21,16,1,22,16.00,72.73,9.09%,30.00,109,9,71,12.11,153.52,19.72%,57.89
Nathan Coulter-Nile,Bowler,80000000,Mumbai Indians,2020,Overseas,25,165,15,133,11.00,124.06,15.04%,52.21,16,1,22,16.00,72.73,9.09%,30.00,109,9,71,12.11,153.52,19.72%,57.89
Nathan Coulter-Nile,Bowler,50000000,Mumbai Indians,2021,Overseas,25,165,15,133,11.00,124.06,15.04%,52.21,16,1,22,16.00,72.73,9.09%,30.00,109,9,71,12.11,153.52,19.72%,57.89
Nathan Coulter-Nile,Bowler,20000000,Rajasthan Royals,2022,Overseas,25,165,15,133,11.00,124.06,15.04%,52.21,16,1,22,16.00,72.73,9.09%,30.00,109,9,71,12.11,153.52,19.72%,57.89
Nathan Ellis,Bowler,7500000,Punjab Kings,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan McCullum,Bowler,7500000,Sunrisers Hyderabad,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathu Singh,Bowler,32000000,Mumbai Indians,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathu Singh,Bowler,5000000,Gujarat Lions,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathu Singh,Bowler,2000000,Delhi Capitals,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Navdeep Saini,Bowler,1000000,Delhi Daredevils,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Navdeep Saini,Bowler,30000000,Royal Challengers Bangalore,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Navdeep Saini,Bowler,26000000,Rajasthan Royals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nic Maddinson,Batsman,5000000,Royal Challengers Bangalore,2014,Overseas,32,709,31,517,22.87,137.14,20.50%,53.28,165,6,108,27.50,152.78,17.59%,73.03,316,15,242,21.07,130.58,19.42%,51.28
Nicolas Pooran,Wicket Keeper,107500000,Sunrisers Hyderabad,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicolas Pooran,Wicket Keeper,3000000,Mumbai Indians,2017,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicolas Pooran,Wicket Keeper,42000000,Kings XI Punjab,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nidheesh M D Dinesan,Bowler,2000000,Mumbai Indians,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikhil Shankar Naik,Wicket Keeper,3000000,Kings XI Punjab,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikhil Shankar Naik,Wicket Keeper,2000000,Kolkata Knight Riders,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikhil Shankar Naik,Wicket Keeper,2000000,Kolkata Knight Riders,2020,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitish Rana,All-Rounder,1000000,Mumbai Indians,2015,Indian,3,104,3,75,34.67,138.67,20.00%,46.67,49,1,30,49.00,163.33,23.33%,56.52,55,2,45,27.50,122.22,17.78%,40.54
Nitish Rana,All-Rounder,34000000,Kolkata Knight Riders,2018,Indian,3,104,3,75,34.67,138.67,20.00%,46.67,49,1,30,49.00,163.33,23.33%,56.52,55,2,45,27.50,122.22,17.78%,40.54
Nitish Rana,All-Rounder,80000000,Kolkata Knight Riders,2022,Indian,3,104,3,75,34.67,138.67,20.00%,46.67,49,1,30,49.00,163.33,23.33%,56.52,55,2,45,27.50,122.22,17.78%,40.54
Noor Ahmad,Bowler,3000000,Gujarat Titans,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Obed Mccoy,Bowler,7500000,Rajasthan Royals,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odean Smith,All-Rounder,60000000,Punjab Kings,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oshane Thomas,Bowler,11000000,Rajasthan Royals,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oshane Thomas,Bowler,5000000,Rajasthan Royals,2020,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pankaj Jaswal,All-Rounder,2000000,Mumbai Indians,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pankaj Singh,Bowler,11250000,Royal Challengers Bangalore,2013,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paras Dogra,Batsman,1000000,Gujarat Lions,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardeep Sahu,All-Rounder,1000000,Rajasthan Royals,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardeep Sahu,All-Rounder,1000000,Kings XI Punjab,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardeep Sahu,Bowler,2000000,Kings XI Punjab,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parthiv Patel,Wicket Keeper,14000000,Royal Challengers Bangalore,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parthiv Patel,Wicket Keeper,17000000,Royal Challengers Bangalore,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parveez Rasool,All-Rounder,9500000,Sunrisers Hyderabad,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parvinder Awana,Bowler,6500000,Kings XI Punjab,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Cummins,Bowler,54000000,Mumbai Indians,2018,Overseas,8,92,7,74,13.14,124.32,12.16%,64.62,35,0,19,NA,184.21,21.05%,73.33,49,6,46,8.17,106.52,10.87%,56.10
Pat Cummins,All-Rounder,155000000,Kolkata Knight Riders,2020,Overseas,8,92,7,74,13.14,124.32,12.16%,64.62,35,0,19,NA,184.21,21.05%,73.33,49,6,46,8.17,106.52,10.87%,56.10
Pat Cummins,All-Rounder,72500000,Kolkata Knight Riders,2022,Overseas,8,92,7,74,13.14,124.32,12.16%,64.62,35,0,19,NA,184.21,21.05%,73.33,49,6,46,8.17,106.52,10.87%,56.10
Pat Cummins,Bowler,10000000,Kolkata Knight Riders,2014,Overseas,8,92,7,74,13.14,124.32,12.16%,64.62,35,0,19,NA,184.21,21.05%,73.33,49,6,46,8.17,106.52,10.87%,56.10
Pat Cummins,Bowler,45000000,Delhi Daredevils,2017,Overseas,8,92,7,74,13.14,124.32,12.16%,64.62,35,0,19,NA,184.21,21.05%,73.33,49,6,46,8.17,106.52,10.87%,56.10
Pavan Deshpande,All-Rounder,2000000,Royal Challengers Bangalore,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavan Deshpande,All-Rounder,2000000,Royal Challengers Bangalore,2020,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pawan Negi,Bowler,1000000,Chennai Super Kings,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pawan Negi,All-Rounder,85000000,Delhi Daredevils,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pawan Negi,All-Rounder,10000000,Royal Challengers Bangalore,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pawan Negi,All-Rounder,10000000,Royal Challengers Bangalore,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pawan Negi,All-Rounder,5000000,Kolkata Knight Riders,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pawan Suyal,Bowler,1000000,Mumbai Indians,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pawan Suyal,Bowler,1000000,Delhi Daredevils,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peter Handscomb,Wicket Keeper,3000000,Rising Pune Supergiant,2016,Overseas,24,431,16,385,26.94,111.95,9.61%,75.00,104,6,96,17.33,108.33,7.29%,80.90,194,6,167,32.33,116.17,11.38%,70.27
Philip Hughes,Batsman,7500000,Mumbai Indians,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piyush Chawla,Bowler,42500000,Kolkata Knight Riders,2014,Indian,25,176,15,149,11.73,118.12,16.11%,54.40,38,1,29,38.00,131.03,13.79%,72.00,109,13,100,8.38,109.00,15.00%,48.24
Piyush Chawla,Bowler,42000000,Kolkata Knight Riders,2018,Indian,25,176,15,149,11.73,118.12,16.11%,54.40,38,1,29,38.00,131.03,13.79%,72.00,109,13,100,8.38,109.00,15.00%,48.24
